,title,description
773,how save world or at least yourself bad meet,an epidemic bad inefficient overcrowd meet plague world s business make worker miserable david grady have some idea stop
774,tiny satellite show u earth a change,satellite image have revolutionize our knowledge earth detail image nearly every street corner readily available online but planet lab will marshall say can do better go faster by get smaller he introduce tiny satellite no bigger than by by centimeter when launch cluster provide image entire planet update daily
775,this gel can make stop bleed instantly,forget stitch there better way close wound in ted fellow joe landolina talk invention medical gel can instantly stop traumatic bleed without need apply pressure contain medical image
776,how autism free me be myself,people be so afraid variety they try fit everything into tiny little box specific label say rosie king who bold brash autistic she want know why everyone so worry be normal she sound clarion call every kid parent teacher person celebrate uniqueness it s soar testament potential human diversity
777,what people amazon know do,greatest most endanger specie amazon rainforest not jaguar or harpy eagle say mark plotkin it isolate uncontacted tribe in an energetic sober ethnobotanist bring u into world forest indigenous tribe incredible medicinal plant their shaman use heal he outline challenge peril be endanger them their wisdom urge u protect irreplaceable repository knowledge
778,why some people find exercise harder than others,why do some people struggle more than others keep off pound social psychologist emily balcetis show research address one many factor our vision in an informative she show when come fitness some people quite literally see world differently offer surprisingly simple solution overcome these difference
779,art stillness,place travel writer pico iyer would most like go nowhere in counterintuitive lyrical meditation iyer take look at incredible insight come take time stillness in our world constant movement distraction tease out strategy all can use take back few minute out every day or few day out every season it anyone who feel overwhelm by demand our world
780,workforce crisis start solve now,it sound counterintuitive but by many world largest economy will have more job than adult citizen do those job in quite charm human resource expert rainer strack suggest country ought look across border mobile will job seeker but do they need start by change culture their business
781,what veterinarian know physician do,what do call veterinarian who can only take care one specie a physician in fascinate barbara share approach health can improve medical care human animal particularly when come mental health
782,world most bore television why hilariously addictive,you hear slow food now here slow tv in very funny norwegian television producer thomas hellum share team begin broadcast long bore event often live find rapt audience show include train journey an fish expedition ferry voyage along coast norway result be both beautiful fascinate really
783,small surprisingly dangerous detail police track,a very piece technology could mean police know where go whom when automatic license plate reader these camera be innocuously place all across america catch know criminal but a lawyer ted fellow catherine crump show data they collect aggregate could have disastrous consequence everyone world over
784,how overcome our bias walk boldly toward them,our bias can be dangerous even deadly a see case michael brown ferguson missouri eric garner staten island new york diversity advocate vernā myers look closely at some subconscious attitude hold toward she make plea all people acknowledge your bias then move toward not away group make uncomfortable in funny impassioned important she show u
785,wonderful terrify implication computer can learn,what happen when teach computer learn technologist jeremy howard share some surprise new development field deep learn technique can give computer ability learn chinese or recognize object photo or help think through medical diagnosis one deep learn tool after watch hour youtube teach itself concept cat get catch up field will change way computer around behave sooner than probably think
786,power believe can improve,carol dweck research growth mindset idea can grow our brain capacity learn solve problem in she describe two way think problem s slightly too hard solve be not smart enough solve or have just not solve yet a great introduction influential field
787,go ahead make up new word,in fun short tedyouth lexicographer erin mckean encourage nay cheerlead her audience create new word when exist one win t quite do she list out way make new word english compound verbing order make language better at express what mean create more way u understand one another
788,see invisible motion hear silent sound,meet motion microscope tool play up tiny change motion color impossible see naked eye video researcher michael rubinstein play u clip after clip show tech can track an individual s pulse heartbeat simply piece footage watch him conversation by amplify movement sound wave bounce off bag chip sinister application tech have see believe
789,why should care whale poo,whale have surprise important job say marine biologist asha de vos these massive creature be ecosystem engineer keep ocean healthy stable by well by pooping start learn de vos ted fellow undervalue work whale do help maintain stability health our sea our planet
790,happy map,map apps help u find fastest route where re go but what if d rather wander researcher daniele quercia demo happy map take into account not only route want take but want feel along way
791,creative face extreme limit,navi radjou have spend year study jugaad also know a frugal innovation pioneer by entrepreneur emerge market who figure out get spectacular value limit resource practice have now catch globally pepper wealth example human ingenuity at work radjou also share three principle can all do more le
792,how let altruism be your guide,what altruism put simply wish other people may be happy and say matthieu ricard happiness researcher buddhist monk altruism also great lens make decision both short long term work life
793,why i make robot size grain rice,by study movement body insect such a ant sarah bergbreiter her team build incredibly robust super teeny mechanical version creepy crawlies then they add rocket see their development hear three way might use these little helper future
794,danger hide who be,morgana bailey have be hide her true self year in brave she utter four word might not seem like big deal some but her have be paralyze why speak up because she realize her silence have personal professional societal consequence in front an audience her she reflect what mean fear judgment others make u judge ourselves
795,communication have arrive how do,you may remember neuroscientist miguel nicolelis build exoskeleton allow paralyze man kick first ball world cup what s work now build way two mind rat monkey now send message brain brain watch end an experiment a say will go limit your imagination
796,my mother s strange definition empowerment,khadija gbla grow up catch between two definition what mean be an empower while her sierra leonean mother think circumsizing her thus stifle her sexual urge be ultimate form empowerment her culture a teenager australia tell her she deserve pleasure what happen her be call female genital in candid funny she share what be like make her way society she work make sure other woman don t have figure out warn this contain detail
797,beauty diversity muslim life,bassam tariq blogger filmmaker halal butcher but one thread unite work his joy diversity humanness our individual experience in charm share clip film these bird walk image tour mosque day remind u consider beautiful complexity within u all
798,myth psychology debunk,how much what think your brain actually wrong in whistlestop tour science ben ambridge walk through popular idea psychology have be prove wrong uncover few surprise truth our brain really work
799,get wicked problem first tell me make toast,make toast doesn t sound very complicate until someone ask draw process step by step tom wujec love ask people team draw they make toast because process reveal unexpected truth can solve our biggest most complicate problem at work learn run exercise yourself hear wujec s surprise insight watch thousand people draw toast
800,how run company almost no rule,what if your job do control your life brazilian ceo ricardo semler practice radical form corporate democracy rethink everything board meet worker report their vacation day they do have it vision reward wisdom worker promote balance lead some deep insight what work life really all bonus question what if school be like too
801,my simple invention design keep my grandfather safe,people dementia wander off an issue can prove hugely stressful both patient caregiver in charm hear teen inventor kenneth shinozuka come up novel solution help grandfather aunt who look after him hop help others alzheimer
802,mathematics love,find right mate no cakewalk but even mathematically likely in charm mathematician hannah fry show pattern look love give her top three tip verify by math find special someone
803,why all need practice emotional first aid,we go doctor when feel or nag pain so why don t see health professional when feel emotional pain guilt loss loneliness too many u deal common issue our own say guy winch but don t have he make compel case practice emotional hygiene take care our emotion our mind same diligence take care our body
804,how childhood trauma affect health across lifetime,childhood trauma isn t something just get over a grow up pediatrician nadine burke harris explain repeat stress abuse neglect parent struggle mental health or substance abuse issue have real tangible effect development brain this unfold across lifetime point where those who ve experience high level trauma be at triple risk heart disease lung cancer an impassioned plea pediatric medicine confront prevention treatment trauma
805,little problem i have rent house,year ago jam a white join u air force but a an african american man have go shock length find place young family live nearby he tell powerful story live experience everyday racism echo today way have teach grandchild interact police
806,how our microbe make u who be,rob knight pioneer study human microbe community tiny organism live inside our body have huge largely unexplored role our health three pound microbe carry around might be more important than every single gene carry around your genome say find out why
807,how i work protect woman honor kill,nearly honor kill be report pakistan each year murder by family member behavior deem shameful such a relationship outside marriage when khalida brohi lose close friend practice she resolve campaign against yet she meet resistance an unlikely source very community she hop protect in powerful honest brohi share she take hard look at her own process offer sharp insight other passionate activist
808,how find worst place park new york city use big data,city agency have access wealth data statistic reflect every part urban life but a data analyst ben wellington suggest entertain sometimes they just do know what do he show combination unexpected question smart data crunch can produce strangely useful insight share tip release large set data so anyone can use them
809,a magical search coincidence,small coincidence they happen all time yet they pas u by because be not look them in delightfully subtle trick magician helder guimarães demonstrate deck card dollar bill stuff giraffe
810,what can save rainforest your use cell phone,sound rainforest include chirp bird buzz cicada banter gibbon but background present sound chainsaw illegal logger engineer topher white share simple scalable way stop brutal deforestation start your old cell phone
811,a love poem lonely prime number,performance poet math student harry baker spin love poem favorite kind number lonely prime stay two more lively inspire poem charm performer
812,think your email private think again,send an email message like send postcard say scientist andy yen anyone can read yet encryption technology protect privacy email communication do exist it just until now have be difficult install hassle use show demo an email program design colleague at cern yen argue encryption can be make simple point become default option provide true email privacy all
813,lesson i learn take stand against drug gun violence,throughout her career bank ilona szabó de carvalho never imagine she someday start social movement but live her native brazil which lead world homicidal violence she realize she could just stand by watch drug gun tear her country apart szabó de carvalho reveal four crucial lesson she learn when she leave her cushy job take fearless stand against status quo
814,in praise macro yes macro finance africa,in short provocative financier sangu delle question whether microfinance small loan small entrepreneur best way drive growth develop country we seem be fixate romanticize idea every poor person africa an entrepreneur say yet my work have teach me most people want delle ted fellow make case support large company factory clear away obstacle trade
815,why build future will be shape by,architecture not math or zone visceral emotion say marc kushner in sweep often funny zoom through past thirty year architecture show public once disconnect have become an essential part design process with help social medium feedback reach architect year before build even create result architecture will do more u than ever before
816,what i learn a kid jail,a teenager ismael nazario be send new york s rikers island jail where spend day solitary confinement all before be ever convict crime now a prison reform advocate work change culture american jail prison where young people be frequently subject violence beyond imagination nazario tell chill story suggest way help rather than harm teen jail
817,play word game come up original idea,shimpei takahashi always dream design toy but when start work a toy developer find pressure produce squash creativity in short funny takahashi describe get idea flow again share simple word game anyone can play generate new idea in japanese english subtitle
818,how manage collective creativity,what secret unlock creativity hide inside your daily work give every great idea chance harvard professor linda hill collective genius have study some world most creative company come up set tool tactic keep great idea flow everyone company not just designate creatives
819,i be hold hostage day here what i think,vincent cochetel be hold hostage day while work un high commissioner refugee chechnya for first time recount experience what be like live dark underground chamber chain bed unexpected conversation have captor with lyricism power explain why continue work today since attack humanitarian aid worker have triple wonder what rise may signal world
820,good news pm,everybody know most woman go little crazy right before they get their period their reproductive hormone cause their emotion fluctuate wildly except there very little scientific consensus premenstrual syndrome say psychologist robyn stein deluca science do agree definition cause treatment or even existence pm she explore what know do know why popular myth have persist
821,can create new sense human,a human can perceive le than all light wave our experience reality say neuroscientist david eagleman constrain by our biology he want change his research into our brain process have lead him create new interface such a sensory vest take previously unseen information world around u
822,what if print be faster,what think a print say joseph desimone really just print over over slowly onstage at unveil bold new technique inspire yes by terminator time faster create smooth strong part could finally help fulfill tremendous promise print
823,price shame,public sham a blood sport have stop say monica lewinsky in she say i be patient zero lose personal reputation global scale almost today kind online public sham she go through have become constant can turn deadly in brave she take hard look at our online culture humiliation ask different way
824,how teach computer understand picture,when very young child look at picture she can identify simple element cat book chair now computer be get smart enough do too what next in thrill computer vision expert li describe state art include database million photo her team build teach computer understand picture key insight yet come
825,a tale two america and where they collide,ten day after shock attack at texas shatter live two men victim attacker in stun anand giridharadas author true american tell story what happen next it parable two path an american life can take powerful call reconciliation
826,everyone around have story world need hear,dave isay open first storycorps booth new york s grand central terminal intention create quiet place where person could honor someone who matter them by listen their story since then storycorps have evolve into single largest collection human voice ever record his ted prize wish grow digital archive collective wisdom humanity hear vision take storycorps global can be part by interview someone storycorps app
827,why do ambitious woman have flat head,dame stephanie shirley most successful tech entrepreneur never hear in she found pioneer software company uk which be ultimately value at billion make millionaire her team member in frank often hilarious she explain why she go by steve she upend expectation time share some way identify ambitious woman
828,there s better way die architecture can help,in short provocative architect alison kill look at build where death die happen cemetery hospital home way die change way build die well maybe should too it surprisingly fascinate look at hide aspect our city our live
829,how i use sonar navigate world,daniel kish have be blind since be month old but have learn see use form echolocation he click tongue send out flash sound bounce off surface environment return him help him construct an understand space around him in rouse kish show work ask u all let go our fear dark unknown
830,be china u doom conflict,former prime minister australia kevin rudd also longtime student china unique vantage point watch it power rise past few decade he ask whether grow ambition china will inevitably lead conflict other major power suggest another narrative
831,day i stand up alone,photographer boniface mwangi want protest against corruption home country kenya so make plan he some friend would stand up heckle during public mass meet but when moment come stand alone what happen next say show him who truly be a say there be two most powerful day your life day be bear day discover why graphic image
832,next outbreak we re not ready,in world avoid global outbreak ebola thank thousand selfless health worker plus frankly some very good luck in hindsight know what should have do better so now time bill gate suggest put all our good idea into practice scenario plan vaccine research health worker train a say there no need panic but need get go
833,way kill your dream,all u want invent product launch successful company write book and yet so few u actually do ted fellow brazilian entrepreneur bel pesce break down five myth ensure your dream project will never come fruition
834,math forever,with humor charm mathematician eduardo sáenz de cabezón answer question wrack brain bore student world over what math he show beauty math a backbone science show theorem not diamond be forever in spanish english subtitle
835,how equal do want world be you be surprise,news society grow inequality make all u uneasy but why dan ariely reveal some new surprise research what think fair a far a wealth distribute over society then show stack up real stats
836,my desperate journey human smuggler,photojournalist barat ali batoor be live afghanistan until risky work force him leave country but batoor member displace ethnic group call hazara move home pakistan prove dangerous too and find safer place be a simple a buy plane ticket instead be force pay human smuggler join deadly tidal wave migrant seek asylum by boat he document harrow ocean trip powerful photograph
837,how make peace get angry,how do young man bear into high caste india come free child slavery nobel peace prize laureate kailash satyarthi offer surprise piece advice anyone who want change world better get angry at injustice in powerful show lifetime spring lifetime outrage
838,best kindergarten ve ever see,at school tokyo cause traffic jam window be santa climb into meet world cutest kindergarten design by architect takaharu tezuka in charm walk u through design process really let kid be kid
839,why need rethink capitalism,paul tudor jones ii love capitalism it system have do him very well over last few decade nonetheless hedge fund manager philanthropist concern laser focus profit a put threaten very underpinnings society in thoughtful passionate outline plan which center concept justness
840,how mar might hold secret origin life,while like imagine little green men far more likely life other planet will be microbial planetary scientist nathalie cabrol take u inside search microbe mar hunt which counterintuitively lead u remote lake andes mountain this extreme environment it thin atmosphere scorch land approximate surface mar billion year ago how microbe adapt survive here may just show u where look mar could help u understand why some microbial pathway lead civilization while others be dead end
841,hide reason poverty world need address now,collective compassion have mean an overall decrease global poverty since say civil right lawyer gary haugen yet all world aid money there pervasive hide problem keep poverty alive haugen reveal dark underlie cause must recognize act now
842,how i fell love quasar blazars our incredible universe,jedidah isler first fell love night sky a little girl now she an astrophysicist who study supermassive hyperactive black hole in charm she take u trillion kilometer earth introduce u object can be billion time mass sun which shoot powerful jet stream particle our direction
843,how virtual reality can create ultimate empathy machine,chris milk use cut edge technology produce astonish film delight enchant but milk human story drive force behind everything do in short charm show some collaboration musician include kanye west arcade fire describe latest experiment virtual reality this be part session at by magazine or popupmag twitter
844,how raise black son america,a kid all get advice parent teacher seem strange even confuse this be crystallize one night young clint smith who be play water gun dark park lot white friend in heartfelt piece poet paint scene father furious fearful response
845,what happen when our computer get smarter than be,artificial intelligence get smarter by leap bound within century research suggest computer ai could be a smart a human be and then say nick bostrom will overtake u machine intelligence last invention humanity will ever need make a philosopher technologist bostrom ask u think hard world build right now drive by think machine will our smart machine help preserve humanity our value or will they have value their own
846,how control someone else arm your brain,greg gage mission make brain science accessible all in fun kind creepy demo neuroscientist ted senior fellow use simple inexpensive diy kit take away free will an audience member it not parlor trick actually work you have see believe
847,why laugh,do know time more likely laugh if somebody else than if alone cognitive neuroscientist sophie scott share other surprise fact laughter yes hilarious dash through science crack up
848,how prim some kid college others prison,in unite state two institution guide teenager journey adulthood college prison sociologist alice goffman spend six year trouble philadelphia neighborhood saw teenager latino background be funnel down path prison sometimes start relatively minor infraction in an impassioned she ask why be offer only handcuff jail time
849,new video technology reveal an object hide property,subtle motion happen around u all time include tiny vibration cause by sound new technology show can pick up these vibration actually sound conversation just video seemingly still object but now abe davis take one step further watch him demo software let anyone interact these hide property just simple video
850,dancer singer cellist moment creative magic,legendary dance choreographer bill jones ted fellow joshua roman somi do know exactly what be go happen when they take stage at they just know they want offer audience an opportunity witness creative collaboration action result an improvise piece they call red circle blue curtain so extraordinary have be share
851,program bacteria detect cancer maybe treat,liver cancer one most difficult cancer detect but synthetic biologist tal danino have think what if could create probiotic edible bacteria be program find liver tumor his insight exploit something just begin understand bacteria their power quorum sense or do something together once they reach critical mass danino ted fellow explain quorum sense work clever bacteria work together could someday change cancer treatment
852,a song my hero woman who row into hurricane,dawn land tell story torus murden mcclure who dream row across atlantic small boat but whose dream be almost capsize by wave size build through video story song land imagine mindset woman alone midst vast ocean this be part session at by magazine or popupmag twitter
853,first day bee s life,we ve hear be be disappear but what make bee colony so vulnerable photographer anand varma raise be backyard front camera get an up close view this project national geographic give lyrical glimpse into beehive reveal one biggest threat it health mite prey baby be their first day life with footage set music rob moose orchestra varma show problem what s be do solve this be part session at by magazine or popupmag twitter
854,magical house make bamboo,you never see build like stun bamboo home build by elora hardy her team bali twist curve surprise at every turn they defy convention because bamboo itself so enigmatic no two pole bamboo be alike so every home bridge bathroom exquisitely unique in beautiful immersive she share potential bamboo a both sustainable resource spark imagination we have have invent our own rule she say
855,why city flag may be thing never notice,roman mar ob flag after watch might be too these ubiquitous symbol civic pride be often design well pretty terribly but they do have be in surprise hilarious vexillology study flag mar reveal five basic principle flag design show why believe they can be apply just anything
856,a move song woman prison life,ten woman chorus have all be sentence life prison they share move song their experience one reveal their hop regret fear i not an angel sing one but i not devil film at an independent tedx event inside muncy state prison rare poignant look inside world people imprison no hope parole note prison office victim advocacy have ensure victim be treat fairly respectfully around tedx event
857,my daughter my wife our robot quest immortality,founder sirius xm satellite radio martine rothblatt now head up drug company make medicine rare disease include one drug save her own daughter life meanwhile she work preserve consciousness woman she love digital file companion robot in an onstage conversation ted chris anderson rothblatt share her powerful story love identity creativity limitless possibility
858,physical therapy bore play game instead,you ve just be injure re way home an hour physical therapy last thing want do your own confuse exercise take too long show result ted fellow cosmin mihaiu demo fun cheap solution turn bore physical therapy exercise into video game instruction
859,rethink infidelity anyone who have ever love,infidelity ultimate betrayal but do have be relationship therapist esther perel examine why people cheat unpack why affair be so traumatic because they threaten our emotional security in infidelity she see something unexpected an expression long loss a anyone who have ever cheat or be cheat or who simply want new framework understand relationship
860,joy surf water,anything worth pursue go require u suffer just little bite say surf photographer chris burkard a explain obsession coldest choppiest most isolate beach earth with jawdropping photo story place few human have ever see much le surf draw u into personal crusade against mundane
861,what do my headscarf mean,what do think when look at speaker well think again and then again in funny honest empathetic yassmin challenge u look beyond our initial perception open door new way support others
862,search planet beyond our solar system,every star see sky have at least one planet orbit say astronomer sara seager so what do know these exoplanets can find out more seager introduce her favorite set exoplanets show new technology can help collect information them even help u look exoplanets life
863,gorgeous portrait world vanish people,when jimmy nelson travel siberia photograph chukchi people elder tell him you can not photograph u you have wait have wait until get know u have wait until understand u in gorgeously join nelson quest understand world other people himself by make astonish portrait world vanish tribe culture
864,surprisingly logical mind baby,how do baby learn so much so little so quickly in fun cognitive scientist laura schulz show our young one make decision surprisingly strong sense logic well before they can
865,first secret design notice,a human be get use way thing be really fast but designer way thing be an opportunity could thing be better how in funny breezy man behind ipod nest thermostat share some tip notice drive change
866,how fix break school lead fearlessly love hard,on linda first day a principal at fail high school north philadelphia she be determine lay down law but she soon realize job be more complex than she think with palpable passion she share three principle help her turn around three school label persistently dangerous her fearless determination lead love student no matter what model leader all field
867,this what like go undercover north korea,for six month suki kim work a an english teacher at an elite school north korea future leader while write book one world most repressive regime a she help her student grapple concept like truth critical think she come wonder be teach these student seek truth put them peril this be part session at by magazine or popupmag twitter
868,one woman five character sex lesson future,in performance sarah jones bring front row classroom future a teacher plug different persona year show their vary perspective sex work a she change prop jones embody an elderly homemaker sex work study major an escort guy at strip club bachelor party it s an intrigue look at taboo topic flip cultural norm around sex inside out
869,do see reality a,cognitive scientist donald hoffman try answer big question do experience world a really or a need be in ever so slightly ponder our mind construct reality u
870,a powerful poem what feel like be transgender,i be mystery an anatomy question ask but not answer say poet lee mokobe ted fellow grip poetic exploration identity transition it thoughtful reflection body mean pour into them
871,this app know feel look your face,our emotion influence every aspect our live learn communicate make decision yet they re absent our digital live device apps interact have no way know feel scientist rana el kaliouby aim change she demo powerful new technology read your facial expression match them correspond emotion this emotion engine have big implication she say could change not just interact machine but each other
872,forget peck order at work,organization be often run accord superchicken model where value place star employee who outperform others and yet what drive most team business leader margaret heffernan observe social cohesion build every coffee break every time one team member ask another help lead over time great result it radical rethink what drive u do our best work what mean be leader because a heffernan point out company do have idea only people do
873,forget history autism,decade ago few pediatrician have hear autism in kid be estimate have today autism spectrum what cause steep rise steve silberman point perfect storm autism awareness pair psychologist an accept view an unexpected pop culture moment new clinical test but really understand have go back further an austrian doctor by name han asperger who publish pioneer paper because be bury time autism have be shroud misunderstand ever since this be part session curated by magazine or popupmag twitter
874,a visual history inequality industrial america,for last year latoya ruby frazier have photograph friend neighbor family braddock pennsylvania but though steel town have lately be hail a posterchild rustbelt revitalization frazier picture tell different story real impact inequality environmental toxicity in short powerful ted fellow share deeply personal glimpse an world
875,an prodigy perform jazz,raise listen dad old record joey alexander play brand sharp modern piano jazz likely would expect hear listen a delight ted crowd very special performance thelonious monk classic
876,confession bad feminist,when writer roxane gay dub herself bad feminist she be make joke acknowledge she could possibly live up demand perfection feminist movement but she realize joke ring hollow in thoughtful provocative she ask u embrace all flavor feminism make small choice en masse might lead actual change
877,art first impression design life,book designer chip kidd know all too well often judge thing by first appearance in hilarious explain two technique designer use communicate instantly clarity mystery when why they work he celebrate beautiful useful piece design skewer le successful work share think behind some own iconic book cover
878,what do do when antibiotic do work any more,penicillin change everything infection have previously kill be suddenly quickly curable yet a maryn mckenna share sober squander advantage afford u by later antibiotic bacteria mean enter world wo be pretty there be however thing can do if start right now
879,surprise thing i learn sail solo around world,what do learn when sail around world your own when solo sailor ellen macarthur circle globe carry everything she need her she come back new insight into way world work a place interlock cycle finite resource where decision make today affect what leave tomorrow she propose bold new way see world economic system not a linear but a circular where everything come around
880,why i believe mistreatment woman number one human right abuse,with signature resolve former u president jimmy carter dive into three unexpected reason why mistreatment woman girl continue so many manifestation so many part world both develop develop final reason give in general men do give damn
881,amaze story man who give u modern pain relief,for longest time doctor basically ignore most basic frustrate part be sick pain in lyrical informative latif nasser tell extraordinary story wrestler doctor john bonica who persuade medical profession take pain seriously transform live million
882,meet woman fight front line an american war,in u arm force still have ban woman combat but year special operation team woman be send afghanistan serve front line build rapport local try help bring an end war reporter gayle tzemach lemmon tell story band sister an extraordinary group woman warrior who help break barrier serve
883,math behind basketball wildest move,basketball game improvisation contact ahem pattern recognition rajiv maheswaran colleague be analyze movement behind key play game help coach player combine intuition new data bonus what they learn could help u understand human move everywhere
884,a warrior s cry against child marriage,memory banda s life take divergent path her sister s when her sister reach puberty she be send traditional initiation camp teach girl sexually please she get pregnant there at age banda however refuse go instead she organize others ask her community s leader issue bylaw no girl should be force marry before turn she push national level incredible result girl across malawi
885,everything think know addiction wrong,what really cause addiction everything cocaine and can overcome johann hari have see our current method fail firsthand a have watch love one struggle manage their addiction he start wonder why treat addict way do if there might be better way a share deeply personal question take him around world unearth some surprise hopeful way think an problem
886,when take stand when let go,ash beckham recently find herself situation make her ask who be i she felt pull between two role a an aunt a an advocate each u feel struggle sometimes she say offer bold suggestion stand up your moral integrity when isn t convenient
887,human traffic all around this work,behind everyday bargain all love manicure unlimited shrimp buffet hide world force labor keep those price at rock bottom noy thrupkaew investigate human traffic which flourish u europe a well a develop country show u human face behind exploit labor feed global consumer
888,a better way abortion,abortion extremely common in america example one three woman will have an abortion their lifetime yet strong emotion spark by topic highly politicize rhetoric around leave little room thoughtful open debate in personal thoughtful aspen baker make case be neither nor but rather role listen storytelling can play when come discus difficult topic
889,this what endure love look like,stacey baker have always be ob couple meet when she ask photographer alec soth help her explore topic they find themselves at world largest event hold la vega valentine day at largest retirement community nevada soth take portrait pair each locale between these two extreme they unwind beautiful couple go meet create life together this be part session curated by magazine or popupmag twitter
890,what happen when i my brain cancer,when artist salvatore iaconesi be diagnose brain cancer refuse be passive patient which point out mean one who wait so hack brain scan post them online invite global community pitch cure this sometimes mean medical advice sometimes mean art music emotional support more than half million people
891,what learn insect sex live,in enlighten funny marlene zuk share just some way insect be truly astonish not least creative way they have sex
892,when online sham go too far,twitter give voice voiceless way speak up hit back at perceive injustice but sometimes say jon ronson thing go too far in story one tweet ruin woman life career ronson show online commenters can end up behave like bay mob say time rethink interact online
893,what my religion really say woman,strong faith core part alaa murabit identity but when she move canada libya a young woman she be surprise tenet islam be use severely limit woman right independence ability lead she wonder be really religious doctrine with humor passion refreshingly rebellious spirt she share she find example female leader across history her faith she speak up woman use verse koran
894,nerd guide learn everything online,some u learn best classroom some u well do but still love learn just need find way work u in charm personal author john green share community learn find online video
895,what explain rise human,seventy thousand year ago our human ancestor be insignificant animal just mind their own business corner africa all other animal but now few would disagree human dominate planet earth spread every continent our action determine fate other animal possibly earth itself how do get there here historian yuval noah harari suggest surprise reason rise humanity
896,surprise way group like isi stay power,isi hezbollah hamas these three very different group be know violence but s only portion what they do say policy analyst benedetta berti they also attempt win over population social work set up school hospital offer safety security fill gap leave by weak government understand broader work these group suggest new strategy end violence
897,my road trip through whitest town america,a america become more more multicultural rich benjamin notice phenomenon some community be actually get le diverse so get out map find whitest town usa move in funny honest human share what learn a black man whitopia
898,how i learn communicate my inner life asperger,alix generous young woman million one idea she do science help develop new technology tell darn good joke see she have asperger form autistic spectrum disorder can impair basic social skill require communication she work hard year learn share her thought world in funny personal she share her story her vision tool help more people communicate their big idea
899,a visual history human knowledge,how do knowledge grow sometimes begin one insight grow into many branch other time grow a complex interconnect network infographics expert manuel lima explore history map data language dynasty use tree network information it fascinate history visualization look into humanity urge map what know
900,how young blood might help reverse age yes really,tony study impact age human body brain in share new research stanford lab other team which show solution some le great aspect old age might actually lie within u all
901,how avoid surveillance phone your pocket,who listen your phone call on landline could be anyone say privacy activist christopher soghoian because surveillance backdoor be build into phone system by default allow government listen but then again so could foreign intelligence service or criminal which why say soghoian some tech company be resist government call build same backdoor into mobile phone new message system from ted fellow learn some tech company be work keep your call message private
902,a journey through mind an artist,dustin yellin make mesmerize artwork tell complex story how do develop style in disarm share journey an artist start age idiosyncratic way think see follow path lead him up latest major work or two
903,how quantum biology might explain life s biggest question,how do robin know fly south answer might be weirder than think quantum physic may be involve jim round up extremely new extremely strange world quantum biology where something einstein once call spooky action at distance help bird navigate quantum effect might explain origin life itself
904,how too many rule at work keep get thing do,modern work wait table crunch number design product solve problem every day flexibly collaboratively but a yves morieux show insightful too often an overload rule process metric keep u do our best work together meet new frontier productivity cooperation
905,this telescope might show u begin universe,when do universe begin a global group astronomer want answer question by peer a far back time a large new telescope will let u see wendy freedman head creation giant magellan telescope under construction south america at tedglobal rio she share bold vision discovery our universe gmt could make possible
906,an invitation men who want better world woman,around world woman still struggle equality basic matter like access education equal pay right vote but enlist everyone men woman a ally change meet elizabeth nyamayaro head un woman heforshe initiative which have create more than billion social medium conversation more equal world she invite u all join a ally our share humanity
907,how mysterious dark net go mainstream,there s parallel internet may not have run across yet access by special browser home freewheel collection sit everything anonymous activism illicit activity jamie bartlett report dark net
908,mathematician who crack wall street,jim simon be mathematician cryptographer who realize complex math use break cod could help explain pattern world finance billion later work support next generation math teacher scholar ted chris anderson sit down simon extraordinary life number
909,i leap stratosphere here i do,on october alan eustace don spacesuit attach himself weather balloon rise above foot which point dive earth break both sound barrier previous record jump hear story why
910,way think work break,what make work satisfy apart paycheck there be intangible value barry schwartz suggest our current way think work simply ignore it time stop think worker a cog wheel
911,what really matter at end life,at end our live what do most wish for many simply comfort respect love bj miller hospice palliative medicine physician who think deeply create dignify graceful end life patient take time savor move which ask big question think death honor life
